slide,histology_measurement,sum/avg_per_image,slide_image
3424,tissue_thickness,6.766099575,3424_40x_1
3424,tissue_thickness,6.597352832,3424_40x_2
3424,tissue_thickness,7.760131479,3424_40x_3
3424,tissue_thickness,8.124826911,3424_40x_4
3424,tissue_thickness,7.389481882,3424_40x_5
3424,tissue_thickness,7.41368594,3424_40x_6
3424,collagen_layer_px,0.035614829,3424_40x_1
3424,collagen_layer_px,0.044179621,3424_40x_2
3424,collagen_layer_px,0.039768596,3424_40x_3
3424,collagen_layer_px,0.042198953,3424_40x_4
3424,collagen_layer_px,0.033411892,3424_40x_5
3424,collagen_layer_px,0.034896402,3424_40x_6
3424,iridophores_area_px,26163.83107,3424_40x_1
3424,iridophores_area_px,21965.83991,3424_40x_2
3424,iridophores_area_px,21622.86305,3424_40x_3
3424,iridophores_area_px,21476.57635,3424_40x_4
3424,iridophores_area_px,24133.42135,3424_40x_5
3424,iridophores_area_px,22065.46829,3424_40x_6
3424,iridophores_thickness_px,29.52882579,3424_40x_1
3424,iridophores_thickness_px,36.51744913,3424_40x_2
3424,iridophores_thickness_px,32.38581732,3424_40x_3
3424,iridophores_thickness_px,41.15472038,3424_40x_4
3424,iridophores_thickness_px,31.92551846,3424_40x_5
3424,iridophores_thickness_px,25.52344476,3424_40x_6
3424,melanophores_area_px,5051.068928,3424_40x_1
3424,melanophores_area_px,4568.460317,3424_40x_2
3424,melanophores_area_px,3820.102663,3424_40x_3
3424,melanophores_area_px,3473.141509,3424_40x_4
3424,melanophores_area_px,3859.248654,3424_40x_5
3424,melanophores_area_px,4360.92923,3424_40x_6
3424,melanophores_thickness_px,82.46304974,3424_40x_1
3424,melanophores_thickness_px,81.93535908,3424_40x_2
3424,melanophores_thickness_px,61.28538865,3424_40x_3
3424,melanophores_thickness_px,73.83486351,3424_40x_4
3424,melanophores_thickness_px,78.7269474,3424_40x_5
3424,melanophores_thickness_px,84.93025656,3424_40x_6
3424,xanthophores_area_px,5273.769231,3424_40x_1
3424,xanthophores_area_px,5567.864963,3424_40x_2
3424,xanthophores_area_px,6335.127226,3424_40x_3
3424,xanthophores_area_px,5493.287898,3424_40x_4
3424,xanthophores_area_px,5358.607015,3424_40x_5
3424,xanthophores_area_px,6138.579562,3424_40x_6
3424,xanthophores_thickness_px,34.88172613,3424_40x_1
3424,xanthophores_thickness_px,35.20717737,3424_40x_2
3424,xanthophores_thickness_px,36.12724704,3424_40x_3
3424,xanthophores_thickness_px,34.2139676,3424_40x_4
3424,xanthophores_thickness_px,32.29386445,3424_40x_5
3424,xanthophores_thickness_px,35.99146541,3424_40x_6
3324,tissue_thickness,6.157081021,3324_40x_1
3324,tissue_thickness,7.207418787,3324_40x_2
3324,tissue_thickness,6.576632498,3324_40x_3
3324,tissue_thickness,7.017594733,3324_40x_4
3324,tissue_thickness,5.980393424,3324_40x_5
3324,tissue_thickness,6.392567055,3324_40x_6
3324,collagen_layer_px,0.037114422,3324_40x_1
3324,collagen_layer_px,0.030330046,3324_40x_2
3324,collagen_layer_px,0.026767995,3324_40x_3
3324,collagen_layer_px,0.033852957,3324_40x_4
3324,collagen_layer_px,0.028546877,3324_40x_5
3324,collagen_layer_px,0.030691551,3324_40x_6
3324,iridophores_area_px,17018.04827,3324_40x_1
3324,iridophores_area_px,17674.10094,3324_40x_2
3324,iridophores_area_px,17773.33613,3324_40x_3
3324,iridophores_area_px,17384.77313,3324_40x_4
3324,iridophores_area_px,17347.89379,3324_40x_5
3324,iridophores_area_px,16471.84772,3324_40x_6
3324,iridophores_thickness_px,28.14674347,3324_40x_1
3324,iridophores_thickness_px,26.97667577,3324_40x_2
3324,iridophores_thickness_px,22.33970905,3324_40x_3
3324,iridophores_thickness_px,25.70841709,3324_40x_4
3324,iridophores_thickness_px,28.29095407,3324_40x_5
3324,iridophores_thickness_px,25.73766176,3324_40x_6
3324,melanophores_area_px,10370.14441,3324_40x_1
3324,melanophores_area_px,12116.6355,3324_40x_2
3324,melanophores_area_px,9025.032014,3324_40x_3
3324,melanophores_area_px,10842.68449,3324_40x_4
3324,melanophores_area_px,11174.92857,3324_40x_5
3324,melanophores_area_px,10034.93214,3324_40x_6
3324,melanophores_thickness_px,112.0648336,3324_40x_1
3324,melanophores_thickness_px,136.3298592,3324_40x_2
3324,melanophores_thickness_px,82.4258522,3324_40x_3
3324,melanophores_thickness_px,104.702134,3324_40x_4
3324,melanophores_thickness_px,132.7011082,3324_40x_5
3324,melanophores_thickness_px,119.1512729,3324_40x_6
3324,xanthophores_area_px,2994.949766,3324_40x_1
3324,xanthophores_area_px,3101.399032,3324_40x_2
3324,xanthophores_area_px,2979.916001,3324_40x_3
3324,xanthophores_area_px,2865.374999,3324_40x_4
3324,xanthophores_area_px,3079.224125,3324_40x_5
3324,xanthophores_area_px,3494.761077,3324_40x_6
3324,xanthophores_thickness_px,37.40122001,3324_40x_1
3324,xanthophores_thickness_px,33.43101729,3324_40x_2
3324,xanthophores_thickness_px,33.83959274,3324_40x_3
3324,xanthophores_thickness_px,32.78517413,3324_40x_4
3324,xanthophores_thickness_px,31.81214011,3324_40x_5
3324,xanthophores_thickness_px,33.49627172,3324_40x_6
3624,tissue_thickness,5.971172677,3624_40x_1
3624,tissue_thickness,4.807897686,3624_40x_2
3624,tissue_thickness,5.06025134,3624_40x_3
3624,tissue_thickness,5.081980712,3624_40x_4
3624,tissue_thickness,4.918207753,3624_40x_5
3624,tissue_thickness,4.706824734,3624_40x_6
3624,collagen_layer_px,0.028228029,3624_40x_1
3624,collagen_layer_px,0.029443446,3624_40x_2
3624,collagen_layer_px,0.025451667,3624_40x_3
3624,collagen_layer_px,0.028113852,3624_40x_4
3624,collagen_layer_px,0.029188786,3624_40x_5
3624,collagen_layer_px,0.029812663,3624_40x_6
3624,iridophores_area_px,6852.031232,3624_40x_1
3624,iridophores_area_px,5776.615771,3624_40x_2
3624,iridophores_area_px,5775.761482,3624_40x_3
3624,iridophores_area_px,6499.905979,3624_40x_4
3624,iridophores_area_px,6663.566556,3624_40x_5
3624,iridophores_area_px,6840.118977,3624_40x_6
3624,iridophores_thickness_px,26.71793063,3624_40x_1
3624,iridophores_thickness_px,26.53780573,3624_40x_2
3624,iridophores_thickness_px,20.68137476,3624_40x_3
3624,iridophores_thickness_px,23.12106067,3624_40x_4
3624,iridophores_thickness_px,21.20672487,3624_40x_5
3624,iridophores_thickness_px,24.13469088,3624_40x_6
3624,melanophores_area_px,2336.552224,3624_40x_1
3624,melanophores_area_px,2373.671223,3624_40x_2
3624,melanophores_area_px,2852.125862,3624_40x_3
3624,melanophores_area_px,2516.870832,3624_40x_4
3624,melanophores_area_px,2513.396407,3624_40x_5
3624,melanophores_area_px,2316.025207,3624_40x_6
3624,melanophores_thickness_px,72.77790012,3624_40x_1
3624,melanophores_thickness_px,66.94507465,3624_40x_2
3624,melanophores_thickness_px,67.51132901,3624_40x_3
3624,melanophores_thickness_px,66.30060745,3624_40x_4
3624,melanophores_thickness_px,69.54216555,3624_40x_5
3624,melanophores_thickness_px,71.12545945,3624_40x_6
3624,xanthophores_area_px,2810.878265,3624_40x_1
3624,xanthophores_area_px,3223.755823,3624_40x_2
3624,xanthophores_area_px,2969.383358,3624_40x_3
3624,xanthophores_area_px,2991.773171,3624_40x_4
3624,xanthophores_area_px,2937.068001,3624_40x_5
3624,xanthophores_area_px,3264.565556,3624_40x_6
3624,xanthophores_thickness_px,44.26803189,3624_40x_1
3624,xanthophores_thickness_px,38.0978657,3624_40x_2
3624,xanthophores_thickness_px,44.41506281,3624_40x_3
3624,xanthophores_thickness_px,36.84810495,3624_40x_4
3624,xanthophores_thickness_px,38.54439574,3624_40x_5
3624,xanthophores_thickness_px,45.03375092,3624_40x_6
3724,tissue_thickness,6.372968773,3724_40x_1
3724,tissue_thickness,5.209108591,3724_40x_2
3724,tissue_thickness,5.651522738,3724_40x_3
3724,tissue_thickness,5.378245619,3724_40x_4
3724,tissue_thickness,5.698769379,3724_40x_5
3724,tissue_thickness,5.999194938,3724_40x_6
3724,collagen_layer_px,0.046118906,3724_40x_1
3724,collagen_layer_px,0.046372494,3724_40x_2
3724,collagen_layer_px,0.046729272,3724_40x_3
3724,collagen_layer_px,0.039855562,3724_40x_4
3724,collagen_layer_px,0.048141413,3724_40x_5
3724,collagen_layer_px,0.038826517,3724_40x_6
3724,iridophores_area_px,9658.320778,3724_40x_1
3724,iridophores_area_px,9791.796281,3724_40x_2
3724,iridophores_area_px,8973.858673,3724_40x_3
3724,iridophores_area_px,8848.369319,3724_40x_4
3724,iridophores_area_px,11305.67969,3724_40x_5
3724,iridophores_area_px,8565.975263,3724_40x_6
3724,iridophores_thickness_px,21.54405759,3724_40x_1
3724,iridophores_thickness_px,21.91224698,3724_40x_2
3724,iridophores_thickness_px,24.56265871,3724_40x_3
3724,iridophores_thickness_px,25.07201494,3724_40x_4
3724,iridophores_thickness_px,20.97680511,3724_40x_5
3724,iridophores_thickness_px,20.76031048,3724_40x_6
3724,melanophores_area_px,3447.463691,3724_40x_1
3724,melanophores_area_px,3634.767523,3724_40x_2
3724,melanophores_area_px,3308.373256,3724_40x_3
3724,melanophores_area_px,3661.611823,3724_40x_4
3724,melanophores_area_px,3810.995597,3724_40x_5
3724,melanophores_area_px,2818.158283,3724_40x_6
3724,melanophores_thickness_px,71.2816788,3724_40x_1
3724,melanophores_thickness_px,68.09954594,3724_40x_2
3724,melanophores_thickness_px,71.7773872,3724_40x_3
3724,melanophores_thickness_px,61.24307096,3724_40x_4
3724,melanophores_thickness_px,60.28225303,3724_40x_5
3724,melanophores_thickness_px,68.24504979,3724_40x_6
3724,xanthophores_area_px,3584.385528,3724_40x_1
3724,xanthophores_area_px,3798.912754,3724_40x_2
3724,xanthophores_area_px,4060.820586,3724_40x_3
3724,xanthophores_area_px,4004.397,3724_40x_4
3724,xanthophores_area_px,3753.659558,3724_40x_5
3724,xanthophores_area_px,3295.391237,3724_40x_6
3724,xanthophores_thickness_px,23.92216142,3724_40x_1
3724,xanthophores_thickness_px,28.56884711,3724_40x_2
3724,xanthophores_thickness_px,24.49743902,3724_40x_3
3724,xanthophores_thickness_px,27.22785188,3724_40x_4
3724,xanthophores_thickness_px,25.18323689,3724_40x_5
3724,xanthophores_thickness_px,27.58242368,3724_40x_6
1102,tissue_thickness,12.46070344,1102_40x_1
1102,tissue_thickness,14.00306885,1102_40x_2
1102,tissue_thickness,18.20964334,1102_40x_3
1102,tissue_thickness,17.58528057,1102_40x_4
1102,tissue_thickness,18.24402828,1102_40x_5
1102,tissue_thickness,18.01727552,1102_40x_6
1102,collagen_layer_px,0.034218525,1102_40x_1
1102,collagen_layer_px,0.034596059,1102_40x_2
1102,collagen_layer_px,0.035473196,1102_40x_3
1102,collagen_layer_px,0.034308729,1102_40x_4
1102,collagen_layer_px,0.044493168,1102_40x_5
1102,collagen_layer_px,0.035709527,1102_40x_6
1102,melanophores_area_px,49817.45121,1102_40x_1
1102,melanophores_area_px,50863.92517,1102_40x_2
1102,melanophores_area_px,58361.38294,1102_40x_3
1102,melanophores_area_px,51260.69106,1102_40x_4
1102,melanophores_area_px,49816.64514,1102_40x_5
1102,melanophores_area_px,51733.9045,1102_40x_6
1102,melanophores_thickness_px,107.6735761,1102_40x_1
1102,melanophores_thickness_px,108.6503837,1102_40x_2
1102,melanophores_thickness_px,114.4937094,1102_40x_3
1102,melanophores_thickness_px,117.2379031,1102_40x_4
1102,melanophores_thickness_px,121.9086,1102_40x_5
1102,melanophores_thickness_px,113.0158277,1102_40x_6
1102,xanthophores_area_px,7919.989338,1102_40x_1
1102,xanthophores_area_px,8193.142505,1102_40x_2
1102,xanthophores_area_px,5621.244505,1102_40x_3
1102,xanthophores_area_px,8670.893186,1102_40x_4
1102,xanthophores_area_px,9427.295065,1102_40x_5
1102,xanthophores_area_px,7403.575401,1102_40x_6
1102,xanthophores_thickness_px,37.632309,1102_40x_1
1102,xanthophores_thickness_px,33.91865854,1102_40x_2
1102,xanthophores_thickness_px,40.71593155,1102_40x_3
1102,xanthophores_thickness_px,35.94164081,1102_40x_4
1102,xanthophores_thickness_px,37.46204814,1102_40x_5
1102,xanthophores_thickness_px,36.80941196,1102_40x_6
1104,tissue_thickness,14.50534849,1104_40x_1
1104,tissue_thickness,15.0753944,1104_40x_2
1104,tissue_thickness,17.60201204,1104_40x_3
1104,tissue_thickness,19.05472008,1104_40x_4
1104,tissue_thickness,16.20074909,1104_40x_5
1104,tissue_thickness,16.3817759,1104_40x_6
1104,collagen_layer_px,0.02696727,1104_40x_1
1104,collagen_layer_px,0.033876745,1104_40x_2
1104,collagen_layer_px,0.039561621,1104_40x_3
1104,collagen_layer_px,0.037443081,1104_40x_4
1104,collagen_layer_px,0.038078231,1104_40x_5
1104,collagen_layer_px,0.032280102,1104_40x_6
1104,melanophores_area_px,37734.72095,1104_40x_1
1104,melanophores_area_px,36582.09304,1104_40x_2
1104,melanophores_area_px,41011.33766,1104_40x_3
1104,melanophores_area_px,38354.54324,1104_40x_4
1104,melanophores_area_px,41143.03958,1104_40x_5
1104,melanophores_area_px,33939.68553,1104_40x_6
1104,melanophores_thickness_px,127.4166106,1104_40x_1
1104,melanophores_thickness_px,123.3665095,1104_40x_2
1104,melanophores_thickness_px,150.1758636,1104_40x_3
1104,melanophores_thickness_px,115.7529512,1104_40x_4
1104,melanophores_thickness_px,119.8495478,1104_40x_5
1104,melanophores_thickness_px,128.1385173,1104_40x_6
1104,xanthophores_area_px,10338.31782,1104_40x_1
1104,xanthophores_area_px,10097.63665,1104_40x_2
1104,xanthophores_area_px,10203.22766,1104_40x_3
1104,xanthophores_area_px,12241.04845,1104_40x_4
1104,xanthophores_area_px,10291.78373,1104_40x_5
1104,xanthophores_area_px,9562.485692,1104_40x_6
1104,xanthophores_thickness_px,44.78426437,1104_40x_1
1104,xanthophores_thickness_px,49.49554781,1104_40x_2
1104,xanthophores_thickness_px,46.58325261,1104_40x_3
1104,xanthophores_thickness_px,46.36309148,1104_40x_4
1104,xanthophores_thickness_px,41.12190517,1104_40x_5
1104,xanthophores_thickness_px,41.77193857,1104_40x_6
1105,tissue_thickness,32.41300569,1105_40x_1
1105,tissue_thickness,25.48437878,1105_40x_2
1105,tissue_thickness,29.3291664,1105_40x_3
1105,collagen_layer_px,0.03017462,1105_40x_1
1105,collagen_layer_px,0.029759295,1105_40x_2
1105,collagen_layer_px,0.037121144,1105_40x_3
1105,iridophores_area_px,970.262147,1105_40x_1
1105,iridophores_area_px,944.2247081,1105_40x_2
1105,iridophores_area_px,1039.095907,1105_40x_3
1105,iridophores_thickness_px,17.63378627,1105_40x_1
1105,iridophores_thickness_px,23.97409413,1105_40x_2
1105,iridophores_thickness_px,19.52796079,1105_40x_3
1105,melanophores_area_px,47876.94809,1105_40x_1
1105,melanophores_area_px,43060.81524,1105_40x_2
1105,melanophores_area_px,40038.27853,1105_40x_3
1105,melanophores_thickness_px,160.4819014,1105_40x_1
1105,melanophores_thickness_px,142.8209439,1105_40x_2
1105,melanophores_thickness_px,134.8360433,1105_40x_3
1105,xanthophores_area_px,4912.022675,1105_40x_1
1105,xanthophores_area_px,5403.323942,1105_40x_2
1105,xanthophores_area_px,5324.985083,1105_40x_3
1105,xanthophores_thickness_px,44.66733523,1105_40x_1
1105,xanthophores_thickness_px,37.75506159,1105_40x_2
1105,xanthophores_thickness_px,36.37156342,1105_40x_3
1106,tissue_thickness,17.63739387,1106_40x_1
1106,tissue_thickness,22.0254359,1106_40x_2
1106,tissue_thickness,16.53314156,1106_40x_3
1106,tissue_thickness,17.59639741,1106_40x_4
1106,tissue_thickness,17.31778864,1106_40x_5
1106,tissue_thickness,19.2579408,1106_40x_6
1106,collagen_layer_px,0.028860287,1106_40x_1
1106,collagen_layer_px,0.029757411,1106_40x_2
1106,collagen_layer_px,0.032565929,1106_40x_3
1106,collagen_layer_px,0.026559671,1106_40x_4
1106,collagen_layer_px,0.034258183,1106_40x_5
1106,collagen_layer_px,0.039182524,1106_40x_6
1106,melanophores_area_px,26215.06621,1106_40x_1
1106,melanophores_area_px,28474.17501,1106_40x_2
1106,melanophores_area_px,25945.46575,1106_40x_3
1106,melanophores_area_px,30275.25661,1106_40x_4
1106,melanophores_area_px,30533.98263,1106_40x_5
1106,melanophores_area_px,27425.18716,1106_40x_6
1106,melanophores_thickness_px,1822.492097,1106_40x_1
1106,melanophores_thickness_px,2002.353097,1106_40x_2
1106,melanophores_thickness_px,2102.727934,1106_40x_3
1106,melanophores_thickness_px,2089.94003,1106_40x_4
1106,melanophores_thickness_px,1970.595017,1106_40x_5
1106,melanophores_thickness_px,1891.345242,1106_40x_6
1106,xanthophores_area_px,5732.420259,1106_40x_1
1106,xanthophores_area_px,5295.196471,1106_40x_2
1106,xanthophores_area_px,5158.18192,1106_40x_3
1106,xanthophores_area_px,5156.461152,1106_40x_4
1106,xanthophores_area_px,5122.21152,1106_40x_5
1106,xanthophores_area_px,5336.928676,1106_40x_6
1106,xanthophores_thickness_px,52.84657188,1106_40x_1
1106,xanthophores_thickness_px,54.22665894,1106_40x_2
1106,xanthophores_thickness_px,50.89056178,1106_40x_3
1106,xanthophores_thickness_px,67.69556633,1106_40x_4
1106,xanthophores_thickness_px,57.60255231,1106_40x_5
1106,xanthophores_thickness_px,54.48907067,1106_40x_6
1107,tissue_thickness,14.37638092,1107_40x_1
1107,tissue_thickness,14.90158136,1107_40x_2
1107,tissue_thickness,14.70645161,1107_40x_3
1107,tissue_thickness,15.24921551,1107_40x_4
1107,tissue_thickness,15.66130062,1107_40x_5
1107,tissue_thickness,14.56506998,1107_40x_6
1107,collagen_layer_px,0.033917203,1107_40x_1
1107,collagen_layer_px,0.030016258,1107_40x_2
1107,collagen_layer_px,0.033997579,1107_40x_3
1107,iridophores_area_px,1957.922876,1107_40x_1
1107,iridophores_area_px,2142.728296,1107_40x_2
1107,iridophores_area_px,1894.209697,1107_40x_3
1107,iridophores_thickness_px,22.7747971,1107_40x_1
1107,iridophores_thickness_px,22.27132891,1107_40x_2
1107,iridophores_thickness_px,20.5002476,1107_40x_3
1107,melanophores_area_px,33086.29234,1107_40x_1
1107,melanophores_area_px,34458.93097,1107_40x_2
1107,melanophores_area_px,41029.76476,1107_40x_3
1107,melanophores_thickness_px,151.8485573,1107_40x_1
1107,melanophores_thickness_px,123.2834484,1107_40x_2
1107,melanophores_thickness_px,144.6873458,1107_40x_3
1107,xanthophores_area_px,7110.262345,1107_40x_1
1107,xanthophores_area_px,7163.14104,1107_40x_2
1107,xanthophores_area_px,8049.042426,1107_40x_3
1107,xanthophores_thickness_px,40.31681106,1107_40x_1
1107,xanthophores_thickness_px,42.2132496,1107_40x_2
1107,xanthophores_thickness_px,44.1440336,1107_40x_3
1108,tissue_thickness,22.96874726,1108_40x_1
1108,tissue_thickness,19.51255361,1108_40x_2
1108,tissue_thickness,27.55551057,1108_40x_3
1108,tissue_thickness,21.74114876,1108_40x_4
1108,tissue_thickness,24.42578169,1108_40x_5
1108,tissue_thickness,23.52018452,1108_40x_6
1108,collagen_layer_px,0.055845792,1108_40x_1
1108,collagen_layer_px,0.050023364,1108_40x_2
1108,collagen_layer_px,0.050250608,1108_40x_3
1108,collagen_layer_px,0.052068695,1108_40x_4
1108,collagen_layer_px,0.052914455,1108_40x_5
1108,collagen_layer_px,0.048604942,1108_40x_6
1108,melanophores_area_px,32931.72775,1108_40x_1
1108,melanophores_area_px,32440.07236,1108_40x_2
1108,melanophores_area_px,27456.24715,1108_40x_3
1108,melanophores_area_px,30982.85967,1108_40x_4
1108,melanophores_area_px,29115.55,1108_40x_5
1108,melanophores_area_px,33359.54308,1108_40x_6
1108,melanophores_thickness_px,1094.671681,1108_40x_1
1108,melanophores_thickness_px,1191.832737,1108_40x_2
1108,melanophores_thickness_px,1196.779777,1108_40x_3
1108,melanophores_thickness_px,1243.430767,1108_40x_4
1108,melanophores_thickness_px,1168.476434,1108_40x_5
1108,melanophores_thickness_px,1175.602942,1108_40x_6
1108,xanthophores_area_px,3151.286534,1108_40x_1
1108,xanthophores_area_px,3025.642261,1108_40x_2
1108,xanthophores_area_px,3485.321818,1108_40x_3
1108,xanthophores_area_px,2903.18697,1108_40x_4
1108,xanthophores_area_px,3373.723176,1108_40x_5
1108,xanthophores_area_px,3414.039238,1108_40x_6
1108,xanthophores_thickness_px,186.4358959,1108_40x_1
1108,xanthophores_thickness_px,185.0216949,1108_40x_2
1108,xanthophores_thickness_px,189.3152308,1108_40x_3
1108,xanthophores_thickness_px,220.1058978,1108_40x_4
1108,xanthophores_thickness_px,150.1797918,1108_40x_5
1108,xanthophores_thickness_px,180.4950927,1108_40x_6
1109,tissue_thickness,20.80024174,1109_40x_1
1109,tissue_thickness,22.29701296,1109_40x_2
1109,tissue_thickness,23.36304918,1109_40x_3
1109,tissue_thickness,21.92659444,1109_40x_4
1109,tissue_thickness,22.36776347,1109_40x_5
1109,tissue_thickness,20.37008257,1109_40x_6
1109,collagen_layer_px,0.0456015,1109_40x_1
1109,collagen_layer_px,0.044143346,1109_40x_2
1109,collagen_layer_px,0.034089738,1109_40x_3
1109,collagen_layer_px,0.039342684,1109_40x_4
1109,collagen_layer_px,0.05038321,1109_40x_5
1109,collagen_layer_px,0.037316742,1109_40x_6
1109,iridophores_area_px,3036.268658,1109_40x_1
1109,iridophores_area_px,2978.552174,1109_40x_2
1109,iridophores_area_px,3235.292872,1109_40x_3
1109,iridophores_area_px,3323.448458,1109_40x_4
1109,iridophores_area_px,3156.801711,1109_40x_5
1109,iridophores_area_px,3631.636127,1109_40x_6
1109,iridophores_thickness_px,136.6069935,1109_40x_1
1109,iridophores_thickness_px,141.9942898,1109_40x_2
1109,iridophores_thickness_px,124.5958598,1109_40x_3
1109,iridophores_thickness_px,155.7329673,1109_40x_4
1109,iridophores_thickness_px,130.811056,1109_40x_5
1109,iridophores_thickness_px,136.9925803,1109_40x_6
1109,melanophores_area_px,28663.25226,1109_40x_1
1109,melanophores_area_px,26268.27285,1109_40x_2
1109,melanophores_area_px,33074.15611,1109_40x_3
1109,melanophores_area_px,34087.65379,1109_40x_4
1109,melanophores_area_px,34132.11373,1109_40x_5
1109,melanophores_area_px,34602.55127,1109_40x_6
1109,melanophores_thickness_px,1623.645099,1109_40x_1
1109,melanophores_thickness_px,1300.950389,1109_40x_2
1109,melanophores_thickness_px,1276.193866,1109_40x_3
1109,melanophores_thickness_px,1290.677981,1109_40x_4
1109,melanophores_thickness_px,1690.536781,1109_40x_5
1109,melanophores_thickness_px,1587.965623,1109_40x_6
1109,xanthophores_area_px,3557.94685,1109_40x_1
1109,xanthophores_area_px,4203.328059,1109_40x_2
1109,xanthophores_area_px,4343.693574,1109_40x_3
1109,xanthophores_area_px,3163.866902,1109_40x_4
1109,xanthophores_area_px,3387.390791,1109_40x_5
1109,xanthophores_area_px,3754.773825,1109_40x_6
1109,xanthophores_thickness_px,102.3542626,1109_40x_1
1109,xanthophores_thickness_px,98.86474432,1109_40x_2
1109,xanthophores_thickness_px,81.42635136,1109_40x_3
1109,xanthophores_thickness_px,94.47753881,1109_40x_4
1109,xanthophores_thickness_px,107.7136522,1109_40x_5
1109,xanthophores_thickness_px,91.52457873,1109_40x_6
112722,tissue_thickness,5.966566207,112722_40x_1
112722,tissue_thickness,5.095621468,112722_40x_2
112722,tissue_thickness,6.134259897,112722_40x_3
112722,tissue_thickness,5.908987277,112722_40x_4
112722,tissue_thickness,5.856611503,112722_40x_5
112722,tissue_thickness,6.134724567,112722_40x_6
112722,collagen_layer_px,0.018147305,112722_40x_1
112722,collagen_layer_px,0.021856273,112722_40x_2
112722,collagen_layer_px,0.021109007,112722_40x_3
112722,collagen_layer_px,0.024388647,112722_40x_4
112722,collagen_layer_px,0.021529487,112722_40x_5
112722,collagen_layer_px,0.023268676,112722_40x_6
112722,iridophores_area_px,13678.632,112722_40x_1
112722,iridophores_area_px,13071.39521,112722_40x_2
112722,iridophores_area_px,16012.60955,112722_40x_3
112722,iridophores_area_px,14523.68033,112722_40x_4
112722,iridophores_area_px,17236.2164,112722_40x_5
112722,iridophores_area_px,13087.46653,112722_40x_6
112722,iridophores_thickness_px,42.66214067,112722_40x_1
112722,iridophores_thickness_px,45.14695934,112722_40x_2
112722,iridophores_thickness_px,47.06355284,112722_40x_3
112722,iridophores_thickness_px,52.40165829,112722_40x_4
112722,iridophores_thickness_px,44.8517422,112722_40x_5
112722,iridophores_thickness_px,45.77894664,112722_40x_6
112722,melanophores_area_px,2426.54598,112722_40x_1
112722,melanophores_area_px,2449.232597,112722_40x_2
112722,melanophores_area_px,2691.610962,112722_40x_3
112722,melanophores_area_px,2476.044954,112722_40x_4
112722,melanophores_area_px,2994.006434,112722_40x_5
112722,melanophores_area_px,2242.783319,112722_40x_6
112722,melanophores_thickness_px,45.62205644,112722_40x_1
112722,melanophores_thickness_px,45.97712759,112722_40x_2
112722,melanophores_thickness_px,40.27383785,112722_40x_3
112722,melanophores_thickness_px,44.07744943,112722_40x_4
112722,melanophores_thickness_px,37.91032013,112722_40x_5
112722,melanophores_thickness_px,40.04726868,112722_40x_6
112722,xanthophores_area_px,4480.271092,112722_40x_1
112722,xanthophores_area_px,3848.423706,112722_40x_2
112722,xanthophores_area_px,4193.347743,112722_40x_3
112722,xanthophores_area_px,4905.126524,112722_40x_4
112722,xanthophores_area_px,4935.386785,112722_40x_5
112722,xanthophores_area_px,3985.015579,112722_40x_6
112722,xanthophores_thickness_px,24.72770683,112722_40x_1
112722,xanthophores_thickness_px,32.73930704,112722_40x_2
112722,xanthophores_thickness_px,27.01518321,112722_40x_3
112722,xanthophores_thickness_px,24.35249404,112722_40x_4
112722,xanthophores_thickness_px,27.39087876,112722_40x_5
112722,xanthophores_thickness_px,29.32505019,112722_40x_6
V646/22,tissue_thickness,13.38370732,V646/22_40x_1
V646/22,tissue_thickness,13.48849121,V646/22_40x_2
V646/22,tissue_thickness,11.68379113,V646/22_40x_3
V646/22,tissue_thickness,14.06558152,V646/22_40x_4
V646/22,tissue_thickness,12.81308338,V646/22_40x_5
V646/22,tissue_thickness,13.22534544,V646/22_40x_6
V646/22,collagen_layer_px,0.06112847,V646/22_40x_1
V646/22,collagen_layer_px,0.074330444,V646/22_40x_2
V646/22,collagen_layer_px,0.062940555,V646/22_40x_3
V646/22,collagen_layer_px,0.065392964,V646/22_40x_4
V646/22,collagen_layer_px,0.065330063,V646/22_40x_5
V646/22,collagen_layer_px,0.061534505,V646/22_40x_6
V646/22,iridophores_area_px,3209.584842,V646/22_40x_1
V646/22,iridophores_area_px,2855.262157,V646/22_40x_2
V646/22,iridophores_area_px,2633.91515,V646/22_40x_3
V646/22,iridophores_area_px,3082.34552,V646/22_40x_4
V646/22,iridophores_area_px,2860.337536,V646/22_40x_5
V646/22,iridophores_area_px,2386.554795,V646/22_40x_6
V646/22,iridophores_thickness_px,46.19342924,V646/22_40x_1
V646/22,iridophores_thickness_px,40.27787283,V646/22_40x_2
V646/22,iridophores_thickness_px,41.66618444,V646/22_40x_3
V646/22,iridophores_thickness_px,38.16675579,V646/22_40x_4
V646/22,iridophores_thickness_px,44.27767415,V646/22_40x_5
V646/22,iridophores_thickness_px,37.39808355,V646/22_40x_6
V646/22,melanophores_area_px,763.6226744,V646/22_40x_1
V646/22,melanophores_area_px,613.0686576,V646/22_40x_2
V646/22,melanophores_area_px,665.0081851,V646/22_40x_3
V646/22,melanophores_area_px,608.455667,V646/22_40x_4
V646/22,melanophores_area_px,731.0991182,V646/22_40x_5
V646/22,melanophores_area_px,641.7530928,V646/22_40x_6
V646/22,melanophores_thickness_px,233.2468971,V646/22_40x_1
V646/22,melanophores_thickness_px,286.0490523,V646/22_40x_2
V646/22,melanophores_thickness_px,213.5989363,V646/22_40x_3
